web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1549822866-1186","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Thought provoking and theoretical.","31 August 2016","Great book, can get too academic at times. It would have helped if there were salient points jotted along with the text. You lead an anxious path before the mystery in the prose is revealed. Nevertheless, the author does make you think. The extended annotations and connotations give ample time to set your frame of mind and derive your own inferences and interpretations. The author strongly backs up every statement. It feels like reading a research topic and then also digging into the references at the same time while going through the text. So it does feel like meandering through the garden of references while jogging through the various statements the author makes. If you enjoy this style, it's great since it reinforces your thinking and understanding of the concepts. But for some of the lighter readers who generally take the authors claims for granted and dump input into their brains without crossexamination and thorough dissection, this might seem like TMI.

I felt like it was too much information at times but what I liked was that there are ideas that are novel and refreshing that are not routine. Its not like a self improvement book. Sometimes you are left with a choice as the solution that suits your personality. So it can be open ended at times. On the whole I feel the book does open up a new can of thinking worms depending on how inquisitive you are. Once you absorb the ideas then it feels like any other book where you don't really see results until you put the ideas into practice.

A decent buy. No regrets.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1549822617-985","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Reiterates my views regarding social media","5 October 2018","When I decided to quit social media for some orthodox reason 7 years ago ... I wasn't able to figure out what exactly was wrong but I knew something was wrong. Because whenever I was active on FB and other networks, things got messed up. So I decided to quit it permanently and then figure out what exactly was wrong. Over a period of 7 years I did figure out what exactly was wrong and this book gave more reasoning to what I firmly believed ... Social media is the new Hiroshima Nagasaki... The 21st century tool of permanent long term destruction only a few smarter people will survive rest will get pink slips","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews"
"1549822899-1219","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","rajendrra singh","Publish in hindi","19 January 2019","Please Published book in Hindi language , many people want to read this book but not available in Hindi. 50 crore Indian people talk to each other in Hindi.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822997-1279","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","avijit","Five Stars","1 October 2017","Comfortable read... Some great insights","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1549822916-1239","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","A Deep Insight Book","26 January 2018","A Deep Insight book into Focus. Definetely a must read for anyone who likes to know the Focus and its importance in the present heavily distracted world. In the present world where the distractions are increasing in an alarming rate through our smartphones and other items , this a definite book which will change your perception about our activities.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822776-1109","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Satheesh K","Five Stars","17 August 2016","good book to read","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews"
"1549822896-1209","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Archana Seshadri","Must read for knowledge workers. Brilliant read!","15 October 2016","The book serves as a reminder that we are staring at the risk of not realizing our true value by giving in to the myriad stimuli and distractions that pervade our lives.

Not all the remedies suggested in the book might work for everyone but most of it would leave you with an aha moment. Brilliant read!","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews"
"1549822738-1077","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Shyam Suryanarayanan","Stay grounded, Stay deep, Make Meaning.","24 March 2016","A little gem, which helps you stay rooted to real work and true purpose in a world of distraction and exhibitionism.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews"
"1549822945-1254","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Prashant Gaikwad","A really good book focused on things important for productivity","2 March 2018","The book was great. It really did focus on how to get out of this distracted world filled with unnecessary digitization and get more important things done.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822668-1049","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","girish bogulwar","Check quality of binding","29 October 2018","Book quality is poor... it's like a pirated copy.","2.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews"
"1549822945-1258","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon Customer","Book full of great advice.","3 October 2017","Loved it. Absolutely priceless.  Book is chock-full of great advice and insight. Must read if you have trouble concentrating and your productivity is suffering.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews"
"1549822636-1007","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Neo","To the point practical advice","5 July 2018","This book is a must read if you are struggling to prioritize or complete your important activities in life.

Gives practical advice on how to control distractions and focus on the right things","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews"
"1549822787-1131","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Heemanshu raj","Five Stars","14 April 2018","Good","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1549822643-1015","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Anil Kapur","More like meditation","13 March 2017","A nice book with some practical but not so easy to implement ideas. The concept is more like meditation; not easy to practice but if you are able to do it, the rewards are huge.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews"
"1549822899-1215","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","aniket vatsa","Worst quality pages","20 March 2018","Book pages too yellow to read","1.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews"
"1549822696-1055","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Hanshika","Mind blowing","9 September 2018","Osm book to focus on studies
Must buy this one
Paisa vasool","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews"
"1549822916-1242","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Ajith","A very practical book","8 January 2017","The flow and language of the book makes it an effortless read while driving home to the main point. It  is loaded with practical solutions that can be easily practiced. Being a knowledge worker myself I could connect very well with many scenarios mentioned here. This is a book I would keep referring again and again.","4.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews"
"1549822855-1163","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","yogesh sakhare","Five Stars","24 July 2018","awesome book","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
"1549822647-1024","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","S M Katti","It's fantastic","3 February 2019","We all know that it is a bit difficult to bring in changes overall, but our inherent and limited(according to the book) willpower can help us complete the task to go towards productivity. This book gives the evidences and guidance, which will not be easy to follow at first but if achieved to follow once...you will be great and I mean it.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews"
"1549822785-1121","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","robin r.","Perfect","16 November 2018","Must book to read for today's generation","3.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews"
"1549822730-1071","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_dp_d_show_all_top?ie=UTF8&reviewerType=all_reviews","Amazon","Five Stars","11 July 2018","A very important principle is discussed which should be incorporated in our life.","5.0 out of 5 stars","Next page→","https://www.amazon.in/Deep-Work-Focused-Success-Distracted/product-reviews/0349413681/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews"
